tweet_id,year,month,day,weekday,hour,minute,text,rating_numerator,rating_denominator,favorite_count,retweet_count,name,stage,dog_type
666776908487630848,2015,11,18,2,0,36,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,5,10,303.0,148.0,Josep,,miniature_pinscher
666781792255496192,2015,11,18,2,0,55,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,10,10,323.0,168.0,a,,Italian_greyhound
666786068205871104,2015,11,18,2,1,12,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,2,10,656.0,408.0,,,
666804364988780544,2015,11,18,2,2,25,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8,10,206.0,78.0,Jockson,,English_setter
666817836334096384,2015,11,18,2,3,18,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9,10,441.0,209.0,Jeph,,miniature_schnauzer
666826780179869698,2015,11,18,2,3,54,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12,10,218.0,78.0,,,Maltese_dog
666835007768551424,2015,11,18,2,4,27,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10,10,183.0,65.0,,,Airedale
666837028449972224,2015,11,18,2,4,35,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,3,10,702.0,467.0,,,
666983947667116034,2015,11,18,2,14,18,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,11,10,2236.0,841.0,a,,
666996132027977728,2015,11,18,2,15,7,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10,10,213.0,78.0,Carll,,Rottweiler
667012601033924608,2015,11,18,2,16,12,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,9,10,393.0,185.0,Klevin,,
667044094246576128,2015,11,18,2,18,17,12/10 gimme now https://t.co/QZAnwgnOMB,12,10,162.0,43.0,,,golden_retriever
667062181243039745,2015,11,18,2,19,29,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10,10,192.0,45.0,Keet,,Chesapeake_Bay_retriever
667065535570550784,2015,11,18,2,19,43,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,8,10,143.0,40.0,,,
667073648344346624,2015,11,18,2,20,15,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10,10,351.0,103.0,Dave,,Chihuahua
667090893657276420,2015,11,18,2,21,23,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7,10,286.0,105.0,Clybe,,Chihuahua
667119796878725120,2015,11,18,2,23,18,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10,10,284.0,105.0,Gabe,,Pembroke
667138269671505920,2015,11,19,3,0,32,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10,10,3995.0,1860.0,,,West_Highland_white_terrier
667152164079423490,2015,11,19,3,1,27,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12,10,42116.0,14561.0,Pipsy,,toy_poodle
667160273090932737,2015,11,19,3,1,59,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11,10,218.0,50.0,Bradlay,,golden_retriever
667165590075940865,2015,11,19,3,2,20,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10,10,2374.0,964.0,Churlie,,miniature_pinscher
667171260800061440,2015,11,19,3,2,43,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10,10,186.0,71.0,Kenneth,,giant_schnauzer
667174963120574464,2015,11,19,3,2,58,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9,10,218.0,69.0,Clarence,,toy_poodle
667176164155375616,2015,11,19,3,3,2,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4,10,525.0,385.0,,,soft-coated_wheaten_terrier
667177989038297088,2015,11,19,3,3,10,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8,10,164.0,48.0,a,,vizsla
667182792070062081,2015,11,19,3,3,29,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10,10,12494.0,5247.0,Timison,,golden_retriever
667188689915760640,2015,11,19,3,3,52,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,10,10,642.0,328.0,,,
667192066997374976,2015,11,19,3,4,5,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12,10,332.0,86.0,,,Rottweiler
667200525029539841,2015,11,19,3,4,39,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11,10,541.0,227.0,Joshwa,,Siberian_husky
667211855547486208,2015,11,19,3,5,24,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9,10,425.0,209.0,Genevieve,,golden_retriever
667369227918143488,2015,11,19,3,15,49,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,10,10,328.0,142.0,,,
667393430834667520,2015,11,19,3,17,26,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8,10,168.0,50.0,Fwed,,papillon
667405339315146752,2015,11,19,3,18,13,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7,10,410.0,194.0,Biden,,Saint_Bernard
667435689202614272,2015,11,19,3,20,14,Ermergerd 12/10 https://t.co/PQni2sjPsm,12,10,267.0,76.0,,,Rottweiler
667437278097252352,2015,11,19,3,20,20,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,10,10,396.0,197.0,,,
667443425659232256,2015,11,19,3,20,44,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,6,10,681.0,486.0,,,
667453023279554560,2015,11,19,3,21,22,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,11,10,279.0,73.0,Cupcake,,Labrador_retriever
667455448082227200,2015,11,19,3,21,32,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,7,10,171.0,53.0,Reese,,Tibetan_terrier
667470559035432960,2015,11,19,3,22,32,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,11,10,225.0,85.0,a,,toy_poodle
667491009379606528,2015,11,19,3,23,53,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,7,10,456.0,189.0,,,borzoi
667495797102141441,2015,11,20,4,0,12,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,9,10,457.0,231.0,Philippe,,Chihuahua
667502640335572993,2015,11,20,4,0,40,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,11,10,484.0,193.0,Hall,,Labrador_retriever
667509364010450944,2015,11,20,4,1,6,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,12,10,6034.0,1856.0,,,beagle
667517642048163840,2015,11,20,4,1,39,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,8,10,331.0,165.0,Dook,,Italian_greyhound
667524857454854144,2015,11,20,4,2,8,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,12,10,1496.0,963.0,,,Chesapeake_Bay_retriever
667530908589760512,2015,11,20,4,2,32,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",10,10,409.0,206.0,Naphaniel,,golden_retriever
667534815156183040,2015,11,20,4,2,47,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",8,10,715.0,442.0,Frank,,Pembroke
667538891197542400,2015,11,20,4,3,4,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",9,10,175.0,58.0,a,,Yorkshire_terrier
667544320556335104,2015,11,20,4,3,25,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",10,10,759.0,456.0,Kial,,Pomeranian
667546741521195010,2015,11,20,4,3,35,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,9,10,303.0,106.0,George,,toy_poodle
667549055577362432,2015,11,20,4,3,44,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,1,10,5084.0,1940.0,,,
667724302356258817,2015,11,20,4,15,20,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,7,10,422.0,266.0,,,
667728196545200128,2015,11,20,4,15,36,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,11,10,323.0,126.0,Olive,,kuvasz
667766675769573376,2015,11,20,4,18,9,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,9,10,371.0,185.0,Calvin,,
667773195014021121,2015,11,20,4,18,35,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,8,10,203.0,44.0,a,,West_Highland_white_terrier
667782464991965184,2015,11,20,4,19,12,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,9,10,362.0,210.0,,,
667793409583771648,2015,11,20,4,19,55,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,8,10,605.0,286.0,,,dalmatian
667801013445750784,2015,11,20,4,20,25,OMIGOD 12/10 https://t.co/SVMF4Frf1w,12,10,282.0,80.0,,,flat-coated_retriever
667806454573760512,2015,11,20,4,20,47,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,10,10,926.0,416.0,Filup,,Chihuahua
667832474953625600,2015,11,20,4,22,30,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",12,10,255.0,54.0,,,miniature_pinscher
667861340749471744,2015,11,21,5,0,25,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9,10,222.0,69.0,a,,malamute
667866724293877760,2015,11,21,5,0,46,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,10,10,2704.0,898.0,Shaggy,,
667873844930215936,2015,11,21,5,1,15,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,10,10,550.0,338.0,,,
667878741721415682,2015,11,21,5,1,34,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,10,10,347.0,100.0,Tedrick,,miniature_pinscher
667885044254572545,2015,11,21,5,1,59,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10,10,729.0,397.0,Stu,,malamute
667886921285246976,2015,11,21,5,2,7,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,11,10,1644.0,906.0,Erik,,Pomeranian
667902449697558528,2015,11,21,5,3,8,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9,10,754.0,333.0,Cleopatricia,,Norwegian_elkhound
667911425562669056,2015,11,21,5,3,44,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,5,10,430.0,245.0,,,
667915453470232577,2015,11,21,5,4,0,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10,10,184.0,46.0,Otis,,boxer
667924896115245057,2015,11,21,5,4,37,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9,10,264.0,95.0,Jiminy,,Labrador_retriever
667937095915278337,2015,11,21,5,5,26,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,3,10,1109.0,687.0,,,
668113020489474048,2015,11,21,5,17,5,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,6,10,580.0,207.0,Alfie,,Pembroke
668142349051129856,2015,11,21,5,19,2,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,2,10,508.0,239.0,,,
668154635664932864,2015,11,21,5,19,50,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,9,10,438.0,272.0,,,
668171859951755264,2015,11,21,5,20,59,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,7,10,424.0,161.0,a,,Chihuahua
668190681446379520,2015,11,21,5,22,14,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,12,10,574.0,171.0,Skittles,,Blenheim_spaniel
668204964695683073,2015,11,21,5,23,10,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,8,10,487.0,171.0,Ron,,Labrador_retriever
668221241640230912,2015,11,22,6,0,15,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,10,10,452.0,168.0,,,chow
668226093875376128,2015,11,22,6,0,34,Sneaky dog here. Tuba player has no clue. 10/10 super sneaky https://t.co/jWVwSppaa2,10,10,246.0,85.0,,,
668237644992782336,2015,11,22,6,1,20,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,10,10,5420.0,2411.0,Torque,,chow
668248472370458624,2015,11,22,6,2,3,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,8,10,839.0,406.0,Bisquick,,Chihuahua
668256321989451776,2015,11,22,6,2,34,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,13,10,1148.0,516.0,Jareld,,Pembroke
668268907921326080,2015,11,22,6,3,24,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,10,10,483.0,205.0,,,Pembroke
668274247790391296,2015,11,22,6,3,46,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,10,10,717.0,195.0,Sophie,,soft-coated_wheaten_terrier
668286279830867968,2015,11,22,6,4,33,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,11,10,436.0,116.0,Rusty,,golden_retriever
668291999406125056,2015,11,22,6,4,56,I can't do better than he did. 10/10 https://t.co/fM0KXns7Or,10,10,213.0,28.0,,,
668297328638447616,2015,11,22,6,5,17,2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s https://t.co/P8bivfp5sU,9,10,555.0,255.0,,,Eskimo_dog
668466899341221888,2015,11,22,6,16,31,Here is a mother dog caring for her pups. Snazzy red mohawk. Doesn't wag tail. Pups look confused. Overall 4/10 https://t.co/YOHe6lf09m,4,10,767.0,439.0,a,,
668480044826800133,2015,11,22,6,17,23,Say hello to DayZ. She is definitely stuck on that stair. Just looking for someone to help her. 11/10 I would help https://t.co/be3zMW0Qj5,11,10,394.0,127.0,DayZ,,Labrador_retriever
668484198282485761,2015,11,22,6,17,40,Good teamwork between these dogs. One is on lookout while other eats. Long necks. Nice big house. 9/10s good pups https://t.co/uXgmECGYEB,9,10,371.0,207.0,,,standard_poodle
668496999348633600,2015,11,22,6,18,31,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2,8,10,357.0,114.0,Jo,,Staffordshire_bullterrier
